invoice_id,customer_id,billing_cycle_start,billing_cycle_end,plan_charge,usage_charge,vas_charge,tax_gst,late_fee,total_amount,due_date,payment_status
6734,1827,2026-08-01,2026-08-31,179.00,35.46,29.00,43.82,0.00,287.28,2026-09-15,Paid
6735,1829,2026-03-01,2026-03-31,399.00,15.53,99.00,92.44,0.00,605.97,2026-04-15,Paid
6736,1829,2026-04-01,2026-04-30,399.00,47.92,49.00,89.27,0.00,585.19,2026-05-15,Paid
6737,1829,2026-05-01,2026-05-31,399.00,31.92,0.00,77.57,0.00,508.49,2026-06-15,Paid
6738,1829,2026-06-01,2026-06-30,399.00,55.56,0.00,81.82,0.00,536.38,2026-07-15,Paid
6739,1829,2026-07-01,2026-07-31,399.00,71.37,0.00,84.67,0.00,555.04,2026-08-15,Paid
6740,1829,2026-08-01,2026-08-31,399.00,93.92,0.00,88.73,0.00,581.65,2026-09-15,Unpaid
6741,1833,2026-03-01,2026-03-31,899.00,49.11,29.00,175.88,50.75,1203.74,2026-04-15,Overdue
6742,1833,2026-04-01,2026-04-30,899.00,8.25,0.00,163.31,0.00,1070.56,2026-05-15,Paid
6743,1833,2026-05-01,2026-05-31,899.00,27.62,29.00,172.01,0.00,1127.63,2026-06-15,Paid
6744,1833,2026-06-01,2026-06-30,899.00,81.16,29.00,181.65,54.34,1245.15,2026-07-15,Overdue
6745,1833,2026-07-01,2026-07-31,899.00,4.72,19.00,166.09,0.00,1088.81,2026-08-15,Unpaid
6746,1833,2026-08-01,2026-08-31,899.00,52.03,29.00,176.41,0.00,1156.44,2026-09-15,Unpaid
6747,1834,2026-03-01,2026-03-31,399.00,38.49,0.00,78.75,82.35,598.59,2026-04-15,Overdue
6748,1834,2026-04-01,2026-04-30,399.00,59.21,19.00,85.90,0.00,563.11,2026-05-15,Paid
6749,1834,2026-05-01,2026-05-31,399.00,15.75,99.00,92.47,0.00,606.22,2026-06-15,Paid
6750,1834,2026-06-01,2026-06-30,399.00,63.13,0.00,83.18,94.41,639.72,2026-07-15,Overdue
6751,1834,2026-07-01,2026-07-31,399.00,28.20,19.00,80.32,0.00,526.52,2026-08-15,Paid
6752,1834,2026-08-01,2026-08-31,399.00,32.69,29.00,82.92,0.00,543.61,2026-09-15,Unpaid
6753,1836,2026-03-01,2026-03-31,149.00,41.36,0.00,34.26,0.00,224.62,2026-04-15,Paid
6754,1836,2026-04-01,2026-04-30,149.00,46.35,0.00,35.16,0.00,230.51,2026-05-15,Paid
6755,1836,2026-05-01,2026-05-31,149.00,0.74,0.00,26.95,0.00,176.69,2026-06-15,Paid
6756,1836,2026-06-01,2026-06-30,149.00,98.20,99.00,62.32,0.00,408.52,2026-07-15,Paid
6757,1836,2026-07-01,2026-07-31,149.00,15.11,0.00,29.54,0.00,193.65,2026-08-15,Paid
6758,1836,2026-08-01,2026-08-31,149.00,52.50,19.00,39.69,0.00,260.19,2026-09-15,Paid
6759,1837,2026-03-01,2026-03-31,399.00,1.05,0.00,72.01,0.00,472.06,2026-04-15,Paid
6760,1837,2026-04-01,2026-04-30,399.00,74.15,19.00,88.59,75.21,655.95,2026-05-15,Overdue
6761,1837,2026-05-01,2026-05-31,399.00,71.01,99.00,102.42,0.00,671.43,2026-06-15,Paid
6762,1837,2026-06-01,2026-06-30,399.00,63.86,0.00,83.31,59.20,605.37,2026-07-15,Overdue
6763,1837,2026-07-01,2026-07-31,399.00,12.13,99.00,91.82,0.00,601.95,2026-08-15,Unpaid
6764,1837,2026-08-01,2026-08-31,399.00,93.92,49.00,97.55,0.00,639.47,2026-09-15,Paid
6765,1838,2026-03-01,2026-03-31,849.00,54.54,49.00,171.46,81.02,1205.02,2026-04-15,Overdue
6766,1838,2026-04-01,2026-04-30,849.00,17.80,29.00,161.24,0.00,1057.04,2026-05-15,Paid
6767,1838,2026-05-01,2026-05-31,849.00,10.61,19.00,158.15,0.00,1036.76,2026-06-15,Paid
6768,1838,2026-06-01,2026-06-30,849.00,41.65,0.00,160.32,0.00,1050.97,2026-07-15,Paid
6769,1838,2026-07-01,2026-07-31,849.00,86.71,0.00,168.43,0.00,1104.14,2026-08-15,Paid
6770,1838,2026-08-01,2026-08-31,849.00,81.13,29.00,172.64,0.00,1131.77,2026-09-15,Unpaid
6771,1845,2026-03-01,2026-03-31,99.00,43.82,0.00,25.71,0.00,168.53,2026-04-15,Paid
6772,1845,2026-04-01,2026-04-30,99.00,30.24,29.00,28.48,0.00,186.72,2026-05-15,Paid
6773,1845,2026-05-01,2026-05-31,99.00,5.92,0.00,18.89,0.00,123.81,2026-06-15,Paid
6774,1845,2026-06-01,2026-06-30,99.00,35.03,0.00,24.13,0.00,158.16,2026-07-15,Paid
6775,1845,2026-07-01,2026-07-31,99.00,90.00,0.00,34.02,0.00,223.02,2026-08-15,Unpaid
6776,1845,2026-08-01,2026-08-31,99.00,27.50,0.00,22.77,0.00,149.27,2026-09-15,Unpaid
6777,1846,2026-03-01,2026-03-31,199.00,12.90,49.00,46.96,0.00,307.86,2026-04-15,Paid
6778,1846,2026-04-01,2026-04-30,199.00,63.21,99.00,65.02,0.00,426.23,2026-05-15,Paid
6779,1846,2026-05-01,2026-05-31,199.00,73.16,0.00,48.99,0.00,321.15,2026-06-15,Paid
6780,1846,2026-06-01,2026-06-30,199.00,14.14,49.00,47.19,0.00,309.33,2026-07-15,Paid
6781,1846,2026-07-01,2026-07-31,199.00,65.45,19.00,51.02,0.00,334.47,2026-08-15,Unpaid
6782,1846,2026-08-01,2026-08-31,199.00,58.63,99.00,64.19,0.00,420.82,2026-09-15,Paid
6783,1848,2026-03-01,2026-03-31,899.00,17.97,99.00,182.87,0.00,1198.84,2026-04-15,Paid
6784,1848,2026-04-01,2026-04-30,899.00,30.66,19.00,170.76,0.00,1119.42,2026-05-15,Paid
6785,1848,2026-05-01,2026-05-31,899.00,37.26,0.00,168.53,0.00,1104.79,2026-06-15,Paid
6786,1848,2026-06-01,2026-06-30,899.00,70.88,19.00,178.00,0.00,1166.88,2026-07-15,Paid
6787,1848,2026-07-01,2026-07-31,899.00,66.16,0.00,173.73,0.00,1138.89,2026-08-15,Paid
6788,1848,2026-08-01,2026-08-31,899.00,45.88,0.00,170.08,0.00,1114.96,2026-09-15,Paid
6789,1849,2026-03-01,2026-03-31,399.00,60.37,99.00,100.51,0.00,658.88,2026-04-15,Paid
6790,1849,2026-04-01,2026-04-30,399.00,9.64,99.00,91.38,0.00,599.02,2026-05-15,Paid
6791,1849,2026-05-01,2026-05-31,399.00,62.71,0.00,83.11,0.00,544.82,2026-06-15,Paid
6792,1849,2026-06-01,2026-06-30,399.00,89.16,99.00,105.69,0.00,692.85,2026-07-15,Paid
6793,1849,2026-07-01,2026-07-31,399.00,11.55,0.00,73.90,0.00,484.45,2026-08-15,Unpaid
6794,1849,2026-08-01,2026-08-31,399.00,85.07,0.00,87.13,0.00,571.20,2026-09-15,Unpaid
6795,1852,2026-03-01,2026-03-31,399.00,22.37,0.00,75.85,0.00,497.22,2026-04-15,Paid
6796,1852,2026-04-01,2026-04-30,399.00,3.87,99.00,90.34,0.00,592.21,2026-05-15,Paid
6797,1852,2026-05-01,2026-05-31,399.00,76.42,0.00,85.58,0.00,561.00,2026-06-15,Paid
6798,1852,2026-06-01,2026-06-30,399.00,52.70,29.00,86.53,0.00,567.23,2026-07-15,Paid
6799,1852,2026-07-01,2026-07-31,399.00,63.48,49.00,92.07,0.00,603.55,2026-08-15,Unpaid
6800,1852,2026-08-01,2026-08-31,399.00,98.21,0.00,89.50,0.00,586.71,2026-09-15,Unpaid
6801,1855,2026-03-01,2026-03-31,849.00,27.12,0.00,157.70,0.00,1033.82,2026-04-15,Paid
6802,1855,2026-04-01,2026-04-30,849.00,11.02,49.00,163.62,0.00,1072.64,2026-05-15,Paid
6803,1855,2026-05-01,2026-05-31,849.00,47.04,0.00,161.29,0.00,1057.33,2026-06-15,Paid
6804,1855,2026-06-01,2026-06-30,849.00,85.90,0.00,168.28,50.09,1153.27,2026-07-15,Overdue
6805,1855,2026-07-01,2026-07-31,849.00,13.99,0.00,155.34,0.00,1018.33,2026-08-15,Unpaid
6806,1855,2026-08-01,2026-08-31,849.00,55.28,0.00,162.77,0.00,1067.05,2026-09-15,Unpaid
6807,1859,2026-03-01,2026-03-31,299.00,23.93,0.00,58.13,0.00,381.06,2026-04-15,Paid
6808,1859,2026-04-01,2026-04-30,299.00,40.26,29.00,66.29,0.00,434.55,2026-05-15,Paid
6809,1859,2026-05-01,2026-05-31,299.00,54.24,49.00,72.40,0.00,474.64,2026-06-15,Paid
6810,1859,2026-06-01,2026-06-30,299.00,2.17,49.00,63.03,0.00,413.20,2026-07-15,Paid
6811,1859,2026-07-01,2026-07-31,299.00,63.87,29.00,70.54,0.00,462.41,2026-08-15,Paid
6812,1859,2026-08-01,2026-08-31,299.00,83.91,0.00,68.92,0.00,451.83,2026-09-15,Paid
6813,1867,2026-03-01,2026-03-31,299.00,69.05,29.00,71.47,0.00,468.52,2026-04-15,Paid
6814,1867,2026-04-01,2026-04-30,299.00,5.70,0.00,54.85,0.00,359.55,2026-05-15,Unpaid
6815,1867,2026-05-01,2026-05-31,299.00,33.48,29.00,65.07,0.00,426.55,2026-06-15,Paid
6816,1867,2026-06-01,2026-06-30,299.00,2.78,29.00,59.54,0.00,390.32,2026-07-15,Paid
6817,1867,2026-07-01,2026-07-31,299.00,25.71,19.00,61.87,0.00,405.58,2026-08-15,Paid
6818,1867,2026-08-01,2026-08-31,299.00,57.79,0.00,64.22,0.00,421.01,2026-09-15,Paid
6819,1870,2026-03-01,2026-03-31,949.00,94.99,99.00,205.74,0.00,1348.73,2026-04-15,Unpaid
6820,1870,2026-04-01,2026-04-30,949.00,41.06,99.00,196.03,0.00,1285.09,2026-05-15,Paid
6821,1870,2026-05-01,2026-05-31,949.00,92.92,29.00,192.77,24.38,1288.07,2026-06-15,Overdue
6822,1870,2026-06-01,2026-06-30,949.00,10.65,99.00,190.56,83.99,1333.20,2026-07-15,Overdue
6823,1870,2026-07-01,2026-07-31,949.00,89.11,0.00,186.86,0.00,1224.97,2026-08-15,Unpaid
6824,1870,2026-08-01,2026-08-31,949.00,34.80,49.00,185.90,0.00,1218.70,2026-09-15,Paid
6825,1872,2026-03-01,2026-03-31,899.00,21.43,0.00,165.68,0.00,1086.11,2026-04-15,Paid
6826,1872,2026-04-01,2026-04-30,899.00,9.44,0.00,163.52,0.00,1071.96,2026-05-15,Paid
6827,1872,2026-05-01,2026-05-31,899.00,83.79,19.00,180.32,0.00,1182.11,2026-06-15,Unpaid
6828,1872,2026-06-01,2026-06-30,899.00,74.86,0.00,175.29,0.00,1149.15,2026-07-15,Paid
6829,1872,2026-07-01,2026-07-31,899.00,79.81,19.00,179.61,0.00,1177.42,2026-08-15,Unpaid
6830,1872,2026-08-01,2026-08-31,899.00,48.30,29.00,175.73,0.00,1152.03,2026-09-15,Paid
6831,1880,2026-03-01,2026-03-31,2999.00,14.94,0.00,542.51,0.00,3556.45,2026-04-15,Paid
6832,1880,2026-04-01,2026-04-30,2999.00,74.09,0.00,553.16,0.00,3626.25,2026-05-15,Paid
6833,1880,2026-05-01,2026-05-31,2999.00,29.51,49.00,553.95,0.00,3631.46,2026-06-15,Paid
6834,1880,2026-06-01,2026-06-30,2999.00,10.54,0.00,541.72,0.00,3551.26,2026-07-15,Paid
6835,1880,2026-07-01,2026-07-31,2999.00,49.02,29.00,553.86,0.00,3630.88,2026-08-15,Unpaid
6836,1880,2026-08-01,2026-08-31,2999.00,42.52,99.00,565.29,0.00,3705.81,2026-09-15,Unpaid
6837,1881,2026-03-01,2026-03-31,849.00,49.72,49.00,170.59,0.00,1118.31,2026-04-15,Paid
6838,1881,2026-04-01,2026-04-30,849.00,48.74,19.00,165.01,0.00,1081.75,2026-05-15,Paid
6839,1881,2026-05-01,2026-05-31,849.00,97.81,19.00,173.85,72.71,1212.37,2026-06-15,Overdue
6840,1881,2026-06-01,2026-06-30,849.00,74.73,0.00,166.27,0.00,1090.00,2026-07-15,Paid
6841,1881,2026-07-01,2026-07-31,849.00,73.82,19.00,169.53,0.00,1111.35,2026-08-15,Paid
6842,1881,2026-08-01,2026-08-31,849.00,96.18,99.00,187.95,0.00,1232.13,2026-09-15,Unpaid
6843,1882,2026-03-01,2026-03-31,149.00,38.01,19.00,37.08,0.00,243.09,2026-04-15,Paid
6844,1882,2026-04-01,2026-04-30,149.00,21.80,99.00,48.56,0.00,318.36,2026-05-15,Paid
6845,1882,2026-05-01,2026-05-31,149.00,30.65,19.00,35.76,0.00,234.41,2026-06-15,Paid
6846,1882,2026-06-01,2026-06-30,149.00,60.64,49.00,46.56,0.00,305.20,2026-07-15,Paid
6847,1882,2026-07-01,2026-07-31,149.00,93.01,99.00,61.38,0.00,402.39,2026-08-15,Unpaid
6848,1882,2026-08-01,2026-08-31,149.00,36.62,99.00,51.23,0.00,335.85,2026-09-15,Unpaid
6849,1885,2026-03-01,2026-03-31,399.00,54.00,0.00,81.54,0.00,534.54,2026-04-15,Paid
6850,1885,2026-04-01,2026-04-30,399.00,33.55,49.00,86.68,0.00,568.23,2026-05-15,Paid
6851,1885,2026-05-01,2026-05-31,399.00,24.50,49.00,85.05,0.00,557.55,2026-06-15,Paid
6852,1885,2026-06-01,2026-06-30,399.00,17.62,49.00,83.81,0.00,549.43,2026-07-15,Paid
6853,1885,2026-07-01,2026-07-31,399.00,4.88,0.00,72.70,0.00,476.58,2026-08-15,Paid
6854,1885,2026-08-01,2026-08-31,399.00,14.36,99.00,92.22,0.00,604.58,2026-09-15,Unpaid
6855,1888,2026-03-01,2026-03-31,849.00,8.34,0.00,154.32,0.00,1011.66,2026-04-15,Paid
6856,1888,2026-04-01,2026-04-30,849.00,23.08,19.00,160.39,0.00,1051.47,2026-05-15,Paid
6857,1888,2026-05-01,2026-05-31,849.00,45.15,29.00,166.17,0.00,1089.32,2026-06-15,Paid
6858,1888,2026-06-01,2026-06-30,849.00,62.83,0.00,164.13,0.00,1075.96,2026-07-15,Unpaid
6859,1888,2026-07-01,2026-07-31,849.00,79.51,0.00,167.13,0.00,1095.64,2026-08-15,Paid
6860,1888,2026-08-01,2026-08-31,849.00,70.06,19.00,168.85,0.00,1106.91,2026-09-15,Paid
6861,1894,2026-03-01,2026-03-31,149.00,64.03,29.00,43.57,0.00,285.60,2026-04-15,Paid
6862,1894,2026-04-01,2026-04-30,149.00,14.66,0.00,29.46,0.00,193.12,2026-05-15,Paid
6863,1894,2026-05-01,2026-05-31,149.00,97.97,29.00,49.67,0.00,325.64,2026-06-15,Paid
6864,1894,2026-06-01,2026-06-30,149.00,62.25,49.00,46.84,0.00,307.09,2026-07-15,Paid
6865,1894,2026-07-01,2026-07-31,149.00,49.25,0.00,35.68,0.00,233.93,2026-08-15,Paid
6866,1894,2026-08-01,2026-08-31,149.00,93.21,0.00,43.60,0.00,285.81,2026-09-15,Paid
6867,1895,2026-03-01,2026-03-31,899.00,52.76,19.00,174.74,0.00,1145.50,2026-04-15,Paid
6868,1895,2026-04-01,2026-04-30,899.00,74.76,29.00,180.50,0.00,1183.26,2026-05-15,Paid
6869,1895,2026-05-01,2026-05-31,899.00,12.60,99.00,181.91,0.00,1192.51,2026-06-15,Paid
6870,1895,2026-06-01,2026-06-30,899.00,46.52,19.00,173.61,0.00,1138.13,2026-07-15,Paid
6871,1895,2026-07-01,2026-07-31,899.00,89.59,19.00,181.37,0.00,1188.96,2026-08-15,Unpaid
6872,1895,2026-08-01,2026-08-31,899.00,56.43,0.00,171.98,0.00,1127.41,2026-09-15,Unpaid
6873,1900,2026-03-01,2026-03-31,849.00,3.46,0.00,153.44,0.00,1005.90,2026-04-15,Paid
6874,1900,2026-04-01,2026-04-30,849.00,14.22,99.00,173.20,0.00,1135.42,2026-05-15,Paid
6875,1900,2026-05-01,2026-05-31,849.00,19.20,0.00,156.28,0.00,1024.48,2026-06-15,Paid
6876,1900,2026-06-01,2026-06-30,849.00,99.51,29.00,175.95,0.00,1153.46,2026-07-15,Paid
6877,1900,2026-07-01,2026-07-31,849.00,37.13,29.00,164.72,0.00,1079.85,2026-08-15,Unpaid
6878,1900,2026-08-01,2026-08-31,849.00,98.50,19.00,173.97,0.00,1140.47,2026-09-15,Paid
6879,1905,2026-03-01,2026-03-31,899.00,25.94,0.00,166.49,0.00,1091.43,2026-04-15,Paid
6880,1905,2026-04-01,2026-04-30,899.00,53.54,0.00,171.46,0.00,1124.00,2026-05-15,Unpaid
6881,1905,2026-05-01,2026-05-31,899.00,0.33,49.00,170.70,0.00,1119.03,2026-06-15,Paid
6882,1905,2026-06-01,2026-06-30,899.00,38.44,0.00,168.74,0.00,1106.18,2026-07-15,Paid
6883,1905,2026-07-01,2026-07-31,899.00,1.57,19.00,165.52,0.00,1085.09,2026-08-15,Unpaid
6884,1905,2026-08-01,2026-08-31,899.00,50.03,0.00,170.83,0.00,1119.86,2026-09-15,Paid
6885,1908,2026-03-01,2026-03-31,299.00,63.79,19.00,68.72,0.00,450.51,2026-04-15,Paid
6886,1908,2026-04-01,2026-04-30,299.00,10.71,19.00,59.17,41.93,429.81,2026-05-15,Overdue
6887,1908,2026-05-01,2026-05-31,299.00,87.26,0.00,69.53,0.00,455.79,2026-06-15,Unpaid
6888,1908,2026-06-01,2026-06-30,299.00,9.83,0.00,55.59,0.00,364.42,2026-07-15,Paid
6889,1908,2026-07-01,2026-07-31,299.00,32.61,99.00,77.51,0.00,508.12,2026-08-15,Unpaid
6890,1908,2026-08-01,2026-08-31,299.00,38.42,99.00,78.56,0.00,514.98,2026-09-15,Unpaid
6891,1909,2026-03-01,2026-03-31,199.00,67.13,99.00,65.72,59.88,490.73,2026-04-15,Overdue
6892,1909,2026-04-01,2026-04-30,199.00,43.89,0.00,43.72,0.00,286.61,2026-05-15,Paid
6893,1909,2026-05-01,2026-05-31,199.00,24.74,0.00,40.27,49.48,313.49,2026-06-15,Overdue
6894,1909,2026-06-01,2026-06-30,199.00,49.77,19.00,48.20,65.65,381.62,2026-07-15,Overdue
6895,1909,2026-07-01,2026-07-31,199.00,23.97,0.00,40.13,0.00,263.10,2026-08-15,Unpaid
6896,1909,2026-08-01,2026-08-31,199.00,16.90,0.00,38.86,0.00,254.76,2026-09-15,Unpaid
6897,1911,2026-03-01,2026-03-31,149.00,31.51,0.00,32.49,54.84,267.84,2026-04-15,Overdue
6898,1911,2026-04-01,2026-04-30,149.00,28.18,99.00,49.71,0.00,325.89,2026-05-15,Paid
6899,1911,2026-05-01,2026-05-31,149.00,69.04,19.00,42.67,0.00,279.71,2026-06-15,Paid
6900,1911,2026-06-01,2026-06-30,149.00,12.13,99.00,46.82,0.00,306.95,2026-07-15,Paid
6901,1911,2026-07-01,2026-07-31,149.00,5.69,0.00,27.84,0.00,182.53,2026-08-15,Unpaid
6902,1911,2026-08-01,2026-08-31,149.00,80.83,49.00,50.19,0.00,329.02,2026-09-15,Unpaid
6903,1916,2026-03-01,2026-03-31,149.00,64.31,19.00,41.82,0.00,274.13,2026-04-15,Paid
6904,1916,2026-04-01,2026-04-30,149.00,58.53,99.00,55.18,0.00,361.71,2026-05-15,Paid
6905,1916,2026-05-01,2026-05-31,149.00,28.22,0.00,31.90,26.91,236.03,2026-06-15,Overdue
6906,1916,2026-06-01,2026-06-30,149.00,98.24,19.00,47.92,0.00,314.16,2026-07-15,Paid
6907,1916,2026-07-01,2026-07-31,149.00,74.31,0.00,40.20,0.00,263.51,2026-08-15,Paid
6908,1916,2026-08-01,2026-08-31,149.00,63.37,19.00,41.65,0.00,273.02,2026-09-15,Paid
6909,1917,2026-03-01,2026-03-31,149.00,82.82,19.00,45.15,0.00,295.97,2026-04-15,Paid
6910,1917,2026-04-01,2026-04-30,149.00,38.69,29.00,39.00,0.00,255.69,2026-05-15,Paid
6911,1917,2026-05-01,2026-05-31,149.00,83.39,19.00,45.25,29.86,326.50,2026-06-15,Overdue
6912,1917,2026-06-01,2026-06-30,149.00,95.13,49.00,52.76,0.00,345.89,2026-07-15,Paid
6913,1917,2026-07-01,2026-07-31,149.00,16.72,19.00,33.25,0.00,217.97,2026-08-15,Paid
6914,1917,2026-08-01,2026-08-31,149.00,15.74,49.00,38.47,0.00,252.21,2026-09-15,Unpaid
6915,1919,2026-03-01,2026-03-31,699.00,73.35,49.00,147.84,0.00,969.19,2026-04-15,Paid
6916,1919,2026-04-01,2026-04-30,699.00,29.46,19.00,134.54,0.00,882.00,2026-05-15,Paid
6917,1919,2026-05-01,2026-05-31,699.00,58.77,0.00,136.40,0.00,894.17,2026-06-15,Paid
6918,1919,2026-06-01,2026-06-30,699.00,10.21,0.00,127.66,0.00,836.87,2026-07-15,Paid
6919,1919,2026-07-01,2026-07-31,699.00,39.14,0.00,132.87,0.00,871.01,2026-08-15,Unpaid
6920,1919,2026-08-01,2026-08-31,699.00,71.37,19.00,142.09,0.00,931.46,2026-09-15,Unpaid
6921,1921,2026-03-01,2026-03-31,399.00,84.06,49.00,95.77,0.00,627.83,2026-04-15,Paid
6922,1921,2026-04-01,2026-04-30,399.00,36.68,49.00,87.24,0.00,571.92,2026-05-15,Paid
6923,1921,2026-05-01,2026-05-31,399.00,37.62,0.00,78.59,70.55,585.76,2026-06-15,Overdue
6924,1921,2026-06-01,2026-06-30,399.00,79.34,0.00,86.10,0.00,564.44,2026-07-15,Paid
6925,1921,2026-07-01,2026-07-31,399.00,14.17,29.00,79.59,0.00,521.76,2026-08-15,Unpaid
6926,1921,2026-08-01,2026-08-31,399.00,24.51,29.00,81.45,0.00,533.96,2026-09-15,Unpaid
6927,1922,2026-03-01,2026-03-31,849.00,37.27,29.00,164.75,0.00,1080.02,2026-04-15,Paid
6928,1922,2026-04-01,2026-04-30,849.00,62.11,19.00,167.42,0.00,1097.53,2026-05-15,Paid
6929,1922,2026-05-01,2026-05-31,849.00,92.61,49.00,178.31,93.75,1262.67,2026-06-15,Overdue
6930,1922,2026-06-01,2026-06-30,849.00,81.45,49.00,176.30,0.00,1155.75,2026-07-15,Paid
6931,1922,2026-07-01,2026-07-31,849.00,88.90,0.00,168.82,0.00,1106.72,2026-08-15,Paid
6932,1922,2026-08-01,2026-08-31,849.00,42.57,0.00,160.48,0.00,1052.05,2026-09-15,Paid
6933,1926,2026-03-01,2026-03-31,179.00,9.54,0.00,33.94,0.00,222.48,2026-04-15,Paid
6934,1926,2026-04-01,2026-04-30,179.00,23.77,49.00,45.32,0.00,297.09,2026-05-15,Paid
6935,1926,2026-05-01,2026-05-31,179.00,45.55,0.00,40.42,0.00,264.97,2026-06-15,Paid
6936,1926,2026-06-01,2026-06-30,179.00,95.00,49.00,58.14,0.00,381.14,2026-07-15,Paid
6937,1926,2026-07-01,2026-07-31,179.00,39.80,19.00,42.80,0.00,280.60,2026-08-15,Unpaid
6938,1926,2026-08-01,2026-08-31,179.00,59.65,0.00,42.96,0.00,281.61,2026-09-15,Paid
6939,1930,2026-03-01,2026-03-31,649.00,10.06,29.00,123.85,0.00,811.91,2026-04-15,Unpaid
6940,1930,2026-04-01,2026-04-30,649.00,5.06,0.00,117.73,0.00,771.79,2026-05-15,Paid
6941,1930,2026-05-01,2026-05-31,649.00,27.32,99.00,139.56,44.21,959.09,2026-06-15,Overdue
6942,1930,2026-06-01,2026-06-30,649.00,92.69,0.00,133.50,0.00,875.19,2026-07-15,Paid
6943,1930,2026-07-01,2026-07-31,649.00,57.77,19.00,130.64,0.00,856.41,2026-08-15,Unpaid
6944,1930,2026-08-01,2026-08-31,649.00,36.56,49.00,132.22,0.00,866.78,2026-09-15,Unpaid
6945,1938,2026-03-01,2026-03-31,179.00,51.52,99.00,59.31,0.00,388.83,2026-04-15,Paid
6946,1938,2026-04-01,2026-04-30,179.00,45.44,49.00,49.22,0.00,322.66,2026-05-15,Unpaid
6947,1938,2026-05-01,2026-05-31,179.00,61.17,49.00,52.05,0.00,341.22,2026-06-15,Paid
6948,1938,2026-06-01,2026-06-30,179.00,19.01,0.00,35.64,67.12,300.77,2026-07-15,Overdue
6949,1938,2026-07-01,2026-07-31,179.00,26.74,19.00,40.45,0.00,265.19,2026-08-15,Unpaid
6950,1938,2026-08-01,2026-08-31,179.00,99.54,99.00,67.96,0.00,445.50,2026-09-15,Unpaid
6951,1940,2026-03-01,2026-03-31,199.00,33.86,99.00,59.73,0.00,391.59,2026-04-15,Paid
6952,1940,2026-04-01,2026-04-30,199.00,78.67,0.00,49.98,0.00,327.65,2026-05-15,Paid
6953,1940,2026-05-01,2026-05-31,199.00,95.63,0.00,53.03,0.00,347.66,2026-06-15,Paid
6954,1940,2026-06-01,2026-06-30,199.00,45.19,19.00,47.37,0.00,310.56,2026-07-15,Paid
6955,1940,2026-07-01,2026-07-31,199.00,26.71,99.00,58.45,0.00,383.16,2026-08-15,Unpaid
6956,1940,2026-08-01,2026-08-31,199.00,62.21,99.00,64.84,0.00,425.05,2026-09-15,Paid
6957,1941,2026-03-01,2026-03-31,649.00,72.90,49.00,138.76,0.00,909.66,2026-04-15,Paid
6958,1941,2026-04-01,2026-04-30,649.00,55.17,49.00,135.57,0.00,888.74,2026-05-15,Unpaid
6959,1941,2026-05-01,2026-05-31,649.00,27.85,99.00,139.65,0.00,915.50,2026-06-15,Paid
6960,1941,2026-06-01,2026-06-30,649.00,65.44,29.00,133.82,67.92,945.18,2026-07-15,Overdue
6961,1941,2026-07-01,2026-07-31,649.00,84.47,19.00,135.44,0.00,887.91,2026-08-15,Unpaid
6962,1941,2026-08-01,2026-08-31,649.00,33.37,19.00,126.25,0.00,827.62,2026-09-15,Paid
6963,1942,2026-03-01,2026-03-31,299.00,84.56,99.00,86.86,0.00,569.42,2026-04-15,Paid
6964,1942,2026-04-01,2026-04-30,299.00,31.34,0.00,59.46,54.53,444.33,2026-05-15,Overdue
6965,1942,2026-05-01,2026-05-31,299.00,10.86,99.00,73.59,0.00,482.45,2026-06-15,Paid
6966,1942,2026-06-01,2026-06-30,299.00,29.87,0.00,59.20,0.00,388.07,2026-07-15,Paid
6967,1942,2026-07-01,2026-07-31,299.00,32.49,99.00,77.49,0.00,507.98,2026-08-15,Paid
6968,1942,2026-08-01,2026-08-31,299.00,25.25,0.00,58.36,0.00,382.61,2026-09-15,Unpaid
6969,1947,2026-03-01,2026-03-31,649.00,10.98,19.00,122.22,0.00,801.20,2026-04-15,Paid
6970,1947,2026-04-01,2026-04-30,649.00,99.46,99.00,152.54,0.00,1000.00,2026-05-15,Paid
6971,1947,2026-05-01,2026-05-31,649.00,84.38,99.00,149.83,0.00,982.21,2026-06-15,Paid
6972,1947,2026-06-01,2026-06-30,649.00,76.56,0.00,130.60,0.00,856.16,2026-07-15,Paid
6973,1947,2026-07-01,2026-07-31,649.00,12.22,99.00,136.84,0.00,897.06,2026-08-15,Unpaid
6974,1947,2026-08-01,2026-08-31,649.00,81.44,99.00,149.30,0.00,978.74,2026-09-15,Paid
6975,1948,2026-03-01,2026-03-31,2999.00,99.56,0.00,557.74,0.00,3656.30,2026-04-15,Paid
6976,1948,2026-04-01,2026-04-30,2999.00,16.81,99.00,560.67,0.00,3675.48,2026-05-15,Unpaid
6977,1948,2026-05-01,2026-05-31,2999.00,6.59,0.00,541.01,0.00,3546.60,2026-06-15,Paid
6978,1948,2026-06-01,2026-06-30,2999.00,0.96,0.00,539.99,0.00,3539.95,2026-07-15,Paid
6979,1948,2026-07-01,2026-07-31,2999.00,5.57,99.00,558.64,0.00,3662.21,2026-08-15,Unpaid
6980,1948,2026-08-01,2026-08-31,2999.00,30.40,29.00,550.51,0.00,3608.91,2026-09-15,Unpaid
6981,1950,2026-03-01,2026-03-31,149.00,87.78,29.00,47.84,33.89,347.51,2026-04-15,Overdue
