order_id,customer_id,order_type,order_date,status,amount
16752,2799,SIM Replacement,2026-06-14 13:00:00,Pending,502.66
16753,2516,Plan Upgrade Order,2025-08-15 04:00:00,Fulfilled,131.40
16754,2635,Plan Upgrade Order,2026-04-19 10:00:00,Cancelled,719.93
16755,1392,Number Port Order,2026-07-04 10:00:00,Fulfilled,458.53
16756,1496,Number Port Order,2026-03-20 18:00:00,Cancelled,34.96
16757,2085,SIM Replacement,2026-03-04 07:00:00,Fulfilled,483.25
16758,1051,Number Port Order,2026-08-02 15:00:00,Fulfilled,973.60
16759,2278,Device Purchase,2026-06-27 02:00:00,Fulfilled,745.83
16760,2238,SIM Replacement,2025-12-10 08:00:00,Fulfilled,710.95
16761,2404,Plan Upgrade Order,2025-12-20 22:00:00,Fulfilled,796.98
16762,1132,Number Port Order,2026-02-13 17:00:00,Fulfilled,101.71
16763,2536,Number Port Order,2026-07-08 21:00:00,Cancelled,28.41
16764,1108,SIM Replacement,2026-05-08 04:00:00,Fulfilled,360.06
16765,1617,Number Port Order,2026-01-04 23:00:00,Fulfilled,916.49
16766,2714,New Connection,2026-03-04 14:00:00,Fulfilled,80.52
16767,1594,Device Purchase,2025-10-02 10:00:00,Fulfilled,173.17
16768,1696,Plan Upgrade Order,2025-10-07 02:00:00,Fulfilled,939.36
16769,1891,SIM Replacement,2025-12-10 03:00:00,Fulfilled,672.86
16770,1904,SIM Replacement,2026-05-14 05:00:00,Fulfilled,182.66
16771,1732,SIM Replacement,2026-03-24 10:00:00,Fulfilled,899.99
16772,1461,New Connection,2026-06-15 23:00:00,Fulfilled,547.74
16773,1170,SIM Replacement,2026-06-21 05:00:00,Fulfilled,217.95
16774,1897,Device Purchase,2026-01-01 11:00:00,Fulfilled,453.01
16775,2796,Device Purchase,2025-10-04 05:00:00,Fulfilled,918.63
16776,1824,Device Purchase,2026-04-03 17:00:00,Fulfilled,204.45
16777,1468,SIM Replacement,2026-07-10 11:00:00,Fulfilled,575.74
16778,1783,New Connection,2026-06-25 18:00:00,Fulfilled,644.84
16779,1036,Device Purchase,2025-08-27 13:00:00,Pending,412.35
16780,2028,SIM Replacement,2026-01-19 23:00:00,Fulfilled,982.56
16781,2200,New Connection,2026-05-28 14:00:00,Pending,567.09
16782,1337,Device Purchase,2026-06-07 11:00:00,Fulfilled,164.40
16783,2568,Number Port Order,2026-04-26 04:00:00,Fulfilled,730.69
16784,2061,Plan Upgrade Order,2026-03-29 08:00:00,Fulfilled,764.51
16785,2189,New Connection,2025-08-29 12:00:00,Fulfilled,136.89
16786,1699,Number Port Order,2026-06-12 08:00:00,Fulfilled,26.31
